ID Empreendimento,Mes,01. Receita Operacional Bruta (R),02. Deducoes da Receita Bruta (R),03. Receita Operacional Liquida (R),04. Custo dos Produtos/Servicos Vendidos (R),05. Lucro Bruto (R),06. Despesas com Vendas (R),07. Despesas Administrativas (R),08. Outras Despesas Operacionais (R),09. EBITDA (R),10. Depreciacao e Amortizacao (R),11. EBIT (R),12. Resultado Financeiro (R),13. EBT (R),14. Imposto de Renda e Contribuicao Social (R),15. Lucro Liquido (R)
3,2023-02-01,343520.84,13291.1,445179.78,55148.42,176883.04,12447.58,15253.89,11785.15,231090.47,8487.56,234811.05,1960.91,206621.54,36723.37,33135.89
1,2023-03-01,126185.74,17303.8,91346.34,138830.47,68118.81,11379.71,14810.58,7476.26,182547.95,13511.2,36614.06,-16963.91,68438.24,9244.34,54521.27
2,2023-02-01,252151.57,19298.46,336971.4,73167.31,32380.43,8248.33,29846.27,9855.45,94369.32,4507.69,213746.78,3769.2,86280.77,2803.46,36755.71
4,2023-05-01,101442.57,6054.85,200534.56,33179.68,241651.25,19062.04,19050.47,1033.78,248805.97,18687.13,134057.06,-9724.15,128102.73,15448.12,48899.47
3,2023-06-01,346091.0,18283.62,298790.82,50205.36,99871.9,16209.9,26309.07,13438.29,72539.31,3240.49,109933.11,-2624.71,84858.7,31165.11,197547.95
3,2023-11-01,270166.06,6133.35,337366.94,136538.97,268797.29,18244.81,16687.95,8011.04,77307.19,3183.93,55279.33,-15344.24,79137.11,52812.23,110791.46
1,2023-05-01,150808.31,5563.71,251328.53,45413.35,77623.2,6921.53,6528.43,5566.93,54000.6,4474.3,76662.84,-11788.83,76714.94,22575.95,190967.88
4,2023-02-01,218547.04,8048.24,134349.75,118652.84,193196.2,19587.39,29643.28,12490.3,231485.4,2333.45,178048.97,-2258.4,159441.92,71411.23,108857.56
5,2023-12-01,327864.28,18072.88,282615.25,51937.65,48508.13,4141.66,20358.79,12270.32,170206.13,2009.08,206601.07,8003.82,101291.58,48612.69,214234.39
3,2023-05-01,362685.35,6056.43,448182.47,89871.95,244409.18,2069.18,6163.2,3690.65,46269.36,3896.05,162499.14,-5857.53,203159.96,65767.72,192232.25
1,2023-09-01,284934.35,5417.92,289352.07,54624.84,253539.39,7076.97,22721.4,5880.94,183407.34,7222.97,280236.71,-4247.45,114034.18,49036.39,27617.39
5,2023-04-01,421583.65,7359.19,124175.94,69979.85,299546.55,4824.45,14296.36,9280.68,259613.58,11802.45,62354.06,5726.72,110823.99,26402.61,77331.62
4,2023-12-01,144976.16,23994.42,404665.21,44978.67,191214.74,10832.95,25026.88,14979.52,143775.36,11262.05,170866.03,-11823.18,252239.47,27424.61,122856.76
3,2023-10-01,133818.29,23145.55,163697.95,96720.27,52464.71,7653.79,9758.09,11903.5,251692.66,2407.86,217995.68,-15575.59,97737.02,5362.2,172369.86
5,2023-02-01,117697.71,6729.32,223086.79,73899.03,272468.39,4263.18,28384.97,1223.5,281755.09,14277.34,77301.11,15348.57,242474.25,42167.28,160633.31
5,2023-03-01,314331.14,11080.26,246502.85,73858.1,115737.71,17040.91,10322.69,11175.4,90978.85,6564.89,22134.85,-7361.55,228003.68,61372.34,118851.52
5,2023-03-01,382492.68,23945.85,210879.7,34628.9,294375.99,10651.44,29923.64,7614.65,175833.18,8846.86,76810.9,-5438.35,204356.53,75002.44,40364.05
3,2023-09-01,152208.56,6953.75,236780.69,46335.41,318239.55,3081.07,21604.88,765.42,269018.21,7980.71,11932.46,12101.65,91217.84,84064.68,128285.45
3,2023-04-01,355578.25,6891.92,393192.25,114903.66,60409.01,2431.33,29196.1,7066.19,188775.83,10411.09,138304.25,-10873.61,152089.73,5533.17,274037.33
2,2023-01-01,290779.11,6720.08,164343.6,65078.43,45302.69,8280.43,22276.5,5247.19,139159.69,1623.35,22260.58,13717.15,19390.11,63078.2,106290.5
4,2023-01-01,494937.8,24529.52,263167.42,83048.3,293769.03,18251.68,23116.48,2013.47,184942.13,4673.96,220417.05,5865.91,15482.54,49221.67,253517.23
1,2023-07-01,386989.44,19862.17,83003.43,121568.14,294157.24,10652.0,5398.59,8231.93,227869.05,3921.24,262146.7,11088.84,47368.9,26041.43,129733.14
5,2023-07-01,362989.33,9289.69,278066.37,83370.89,198485.31,3643.57,2420.25,14154.5,93274.5,16255.31,99825.8,598.09,141403.32,53015.24,6617.13
2,2023-02-01,328179.89,5918.95,119675.46,57073.08,290876.98,5686.01,4419.28,13182.88,55752.09,11553.53,174524.82,-17342.16,236143.78,5035.4,225301.46
1,2023-09-01,498946.47,24304.83,187894.38,95978.91,303809.07,1940.12,14243.69,8627.13,69042.17,15452.33,241242.98,9987.56,184455.56,78703.17,125565.54
2,2023-09-01,492183.67,13509.78,204949.36,126144.72,189393.82,16804.97,13258.24,3496.34,222279.19,14420.52,83500.34,-7592.78,124797.57,32835.16,259281.5
3,2023-05-01,315246.05,16967.51,107941.05,101957.03,229391.1,18974.99,7147.69,2162.27,46693.7,6084.26,207973.38,5563.59,131056.71,42098.56,190819.46
5,2023-03-01,282073.34,10583.92,219226.47,80421.75,207139.69,2478.46,3216.85,10415.05,107181.51,10699.34,260569.79,-16202.15,282517.84,17943.0,261886.29
1,2023-03-01,284845.97,20167.21,274222.96,45074.94,73252.74,4286.64,21378.66,6183.26,252618.16,3755.71,202255.07,7373.07,113691.13,58603.66,239578.56
1,2023-12-01,271336.96,8936.05,247438.17,59845.58,153051.92,4250.31,7539.88,8067.58,267269.65,15838.95,200454.94,-13831.88,95084.84,73737.83,41630.1
1,2023-03-01,312559.32,20738.24,187170.13,143534.27,227822.22,16270.42,29399.64,11773.53,290875.14,4891.64,39942.02,-12971.57,115080.32,31399.61,227925.86
1,2023-06-01,209433.71,9612.06,192941.98,122616.97,206132.01,16946.17,4896.47,9237.87,188370.15,19711.21,54395.32,-5886.4,270298.16,50724.69,186427.34
1,2023-04-01,470715.51,6958.24,328433.21,40508.63,85604.84,8966.2,12179.69,1612.53,83098.81,19485.9,174115.52,17852.38,23081.69,68272.62,66653.53
2,2023-08-01,296092.03,14576.45,362358.35,30661.75,297476.54,19417.28,15409.9,14797.51,204586.45,4149.13,63301.01,-5442.18,181843.84,64359.3,223359.8
5,2023-11-01,436803.12,21264.34,305612.26,51050.32,259140.84,5930.06,8117.84,2587.03,68885.43,1137.56,140806.84,-7600.86,249975.45,67349.76,94908.44
3,2023-11-01,290121.47,12697.29,465475.22,143266.89,40879.56,10977.28,16093.56,14711.28,83565.43,3223.9,253639.0,-8900.08,150656.95,62337.95,11531.05
3,2023-11-01,387316.11,5577.47,452949.63,99604.67,124943.9,19929.48,5485.33,7861.51,279688.75,8765.09,276250.63,7789.84,107310.72,48603.56,30076.21
3,2023-05-01,234752.79,16066.19,114387.58,130639.17,323639.13,16714.97,2045.95,12663.52,17778.65,15815.11,125596.24,16730.23,102723.24,79371.52,83928.86
3,2023-01-01,349922.74,18609.43,179549.76,85827.0,138892.06,10256.51,21549.67,2297.47,171575.25,17073.59,52228.93,-3306.72,23629.4,50259.63,94520.89
2,2023-09-01,299348.58,19813.9,422357.65,129196.34,222346.15,3061.99,25367.35,12989.1,31624.38,10167.31,265679.0,3006.02,155159.89,65419.18,177311.31
4,2023-01-01,246845.7,13038.5,86865.41,34069.97,50706.66,18182.69,18091.43,2376.52,78487.66,17570.7,140909.0,12358.21,234781.95,29543.42,164577.52
5,2023-06-01,452622.5,6940.39,311878.87,81218.33,114831.82,11300.39,8398.04,13406.15,115873.11,17802.43,91126.55,1622.56,215562.12,17897.09,247671.83
1,2023-01-01,145084.67,16686.53,456799.82,75311.34,289026.43,6858.6,13047.76,6918.53,45938.04,12466.87,288221.61,6392.77,104230.0,33439.0,113410.43
4,2023-03-01,294769.26,11590.96,346487.07,147785.57,175714.54,9573.16,19536.27,12990.47,24854.6,7513.4,261882.12,9074.66,251969.49,60026.1,162062.4
3,2023-10-01,177747.63,23937.75,111773.32,66057.09,271659.23,6907.64,2911.4,4497.69,116322.59,15152.28,130970.49,15920.19,46801.15,57395.05,213418.79
4,2023-05-01,444422.04,15054.24,374127.09,80030.02,22336.14,11470.05,4638.29,10769.11,160884.09,13736.99,24150.87,-8830.71,238664.18,15612.54,252286.53
5,2023-10-01,201387.74,14445.32,225593.87,121056.1,223172.95,6185.78,28829.48,11723.47,244934.05,9889.66,173616.22,-18087.16,249031.37,13268.56,78553.78
1,2023-07-01,353372.14,11184.19,443613.45,135685.57,111478.13,9473.69,20998.91,7748.1,111321.84,15630.85,210630.43,18855.47,227996.65,24520.8,268203.67
1,2023-10-01,166225.41,11775.73,189526.51,135406.58,282536.86,9098.94,21515.93,13040.93,103622.13,16549.56,11481.13,19954.56,269754.87,1556.24,204756.68
5,2023-08-01,261965.47,15255.1,264292.81,77341.3,307934.21,12705.31,4870.09,10402.03,18245.61,13346.9,102736.58,15790.93,266907.47,51966.02,164311.41
5,2023-12-01,459742.88,11133.3,373642.87,143826.59,229723.78,1269.15,8522.57,5061.08,190836.94,1296.74,36439.56,-7566.59,9940.62,78172.24,140058.4
3,2023-09-01,166425.78,22846.1,178015.99,108421.07,64554.03,12376.27,12952.11,13978.25,233204.09,9848.51,256129.39,-756.01,148763.09,15054.17,226295.47
1,2023-06-01,365278.33,13780.36,147712.94,132136.27,162772.72,12269.16,7746.57,5428.81,16026.39,9296.05,21744.41,10654.94,44853.73,17919.17,112529.55
4,2023-11-01,181804.15,10840.44,76083.26,141153.27,161671.09,8453.48,24664.89,11099.32,16616.69,17983.32,276104.77,-12707.43,267187.34,56023.87,14453.79
2,2023-09-01,266299.62,8107.9,270184.73,58031.97,273241.01,5691.09,18980.44,10543.32,261818.75,10695.91,19822.12,16409.99,145756.1,38711.23,85892.02
2,2023-08-01,316246.75,18447.01,446446.99,89903.82,160487.77,16945.78,7511.27,2414.53,94101.49,8122.17,19499.51,13764.5,143102.94,62581.67,83907.88
5,2023-09-01,330922.57,5515.74,187594.87,100535.68,121453.63,7550.89,23585.42,6706.2,164894.66,6943.84,131470.06,8057.47,183421.93,20645.62,97125.85
3,2023-10-01,341004.54,13999.92,92351.41,126292.52,206462.23,6922.86,17140.16,8826.85,202805.41,12334.22,108841.83,14418.44,52865.25,12391.24,50842.0
2,2023-04-01,356052.57,16002.44,323172.51,78139.88,217360.08,9800.17,7819.84,3200.98,198737.41,2353.34,23700.3,2182.42,175571.0,80884.9,1768.19
1,2023-09-01,208707.48,11795.69,97467.97,55253.9,267034.12,6281.81,25599.9,1941.41,174395.71,17635.84,231617.95,-15249.8,109010.24,80316.48,152316.31
5,2023-07-01,260546.99,19996.35,277764.89,119188.14,294634.62,16784.5,7879.0,8420.26,72175.23,12786.32,28394.63,-10423.63,156696.57,71628.36,222950.48
4,2023-05-01,114927.47,18513.21,227611.88,101080.14,291436.84,11734.01,21337.58,2722.14,230873.49,5601.33,26970.69,3621.62,260445.66,66053.28,130893.13
5,2023-05-01,407502.79,24427.98,265169.54,137795.87,211150.85,15333.2,13197.46,11927.05,177126.84,6424.4,146014.37,18809.57,280513.63,30567.28,36284.39
4,2023-01-01,434839.8,15175.34,140056.11,108603.6,179905.26,15162.26,22984.9,12902.93,106784.98,18165.62,107757.42,-19349.32,43049.52,10420.35,1350.52
5,2023-02-01,179694.71,15756.25,111080.75,32019.24,264372.46,15975.94,13856.92,1859.44,212314.37,1625.8,49633.38,6318.31,124312.61,40372.84,14927.57
5,2023-10-01,180577.59,9916.79,374596.35,145998.17,113570.84,17514.91,10025.28,10694.18,58071.2,6751.34,44340.37,10649.3,60601.19,20580.02,250124.33
5,2023-03-01,116814.56,12709.68,173266.7,101173.28,251168.96,18469.82,28908.15,11117.3,119535.19,6581.88,281560.16,14335.53,217780.82,21054.56,200222.66
4,2023-08-01,488153.53,5537.21,395169.64,101505.27,174361.39,8288.57,23244.23,1460.24,71470.26,15169.48,190179.78,17904.52,54145.43,61010.14,44563.89
4,2023-06-01,422874.63,18785.5,378378.91,139111.37,57713.52,9430.63,25174.16,9146.63,117760.74,4864.89,68545.7,-15756.21,91939.07,14680.62,83997.01
5,2023-12-01,244281.28,11232.46,154351.55,109657.06,249624.37,1951.12,10760.88,9515.35,172897.56,2249.5,99930.07,-12913.59,176154.17,66697.08,176258.59
2,2023-10-01,292763.31,15807.34,438316.2,87518.54,217783.33,18588.42,11742.61,7924.06,145738.42,8394.23,195331.64,-15096.12,102326.06,51166.1,62499.43
3,2023-11-01,216786.78,10099.85,139511.84,42874.24,45139.29,12155.76,6838.55,10503.31,177729.56,14656.82,34454.57,14718.32,131325.28,27949.18,46390.69
3,2023-05-01,338897.59,17420.72,393858.3,145463.85,157362.45,14533.98,14508.86,4080.77,101337.18,2129.96,110073.6,-14730.22,21175.28,10290.07,118646.69
3,2023-01-01,386923.36,13951.65,243213.49,39418.49,168380.89,9284.1,29915.01,4288.99,40655.72,4261.94,17828.72,-18718.72,136379.03,33108.24,276338.41
4,2023-12-01,278947.39,14637.21,148206.53,50435.97,219321.19,10003.11,18505.63,13895.59,47645.12,13013.35,179547.26,-19237.97,147971.72,70108.13,93668.68
4,2023-11-01,449437.68,23852.14,450244.53,128344.42,226938.88,11320.35,22279.0,10347.4,118483.88,14427.19,249252.76,-3589.11,229308.14,46658.86,109343.78
2,2023-12-01,306810.34,19123.21,460302.99,88848.64,78110.5,16111.78,22649.8,6256.38,134603.37,1041.19,262614.3,4503.85,119733.54,84583.59,28400.29
3,2023-09-01,157701.31,10237.99,279549.16,51392.22,30278.19,12646.4,7678.28,10238.89,220447.51,18793.04,190529.84,-10876.74,81923.48,56324.98,136240.71
3,2023-03-01,348916.55,15078.44,262669.81,64339.43,262192.25,16413.0,3568.77,11349.42,98170.61,8207.88,236455.13,-8423.8,268861.21,50522.92,212387.59
5,2023-03-01,284892.39,14333.46,435336.69,149281.73,319386.38,5117.03,5404.64,4881.98,217390.83,7870.76,223156.7,-15313.55,111761.83,10051.81,129202.33
4,2023-02-01,474268.75,20901.05,313454.67,100082.42,306909.64,4910.94,22151.36,8035.34,188439.26,16930.25,15751.44,-1585.72,37858.49,31989.85,262832.94
3,2023-04-01,256757.57,21667.1,181415.45,78193.61,172743.9,4929.46,14762.18,2163.21,96089.25,3081.65,57856.15,-33.33,234920.83,61550.48,200130.78
2,2023-12-01,261146.3,10668.86,245078.9,135146.09,181324.52,1092.03,27331.03,9217.68,293092.59,5413.8,28440.71,6733.1,39034.44,56262.34,134586.62
2,2023-02-01,360309.36,21423.03,409395.63,87563.62,303825.65,4402.21,12262.07,10475.18,91172.67,17225.09,88416.21,1864.21,139158.96,65398.56,107142.47
3,2023-09-01,310794.49,8590.03,418825.32,66952.26,185964.63,3256.19,4874.81,11276.22,166045.61,11706.06,33570.86,-9241.81,248997.86,74751.06,192414.7
4,2023-12-01,249779.95,20255.41,450701.12,49706.69,104687.8,9621.33,29117.11,14427.1,254749.07,12689.79,152557.48,15148.61,227515.02,73065.42,15230.84
2,2023-10-01,495909.77,9975.69,190304.35,119336.31,226665.2,3417.57,13219.77,2918.21,76899.91,6805.07,63680.45,-6431.26,195908.32,10257.52,265351.17
5,2023-07-01,220874.2,10958.62,346981.1,101546.77,165545.47,8901.18,25749.61,1506.87,34341.73,11151.07,57742.82,8025.33,160741.0,25875.55,169601.74
2,2023-08-01,211011.52,22049.36,102355.52,41082.48,259425.12,19990.56,3289.33,14166.22,154391.59,16956.85,285610.01,8507.84,237261.62,79143.52,198283.69
1,2023-03-01,445771.05,13401.5,365361.06,100996.79,258908.57,10563.97,12061.7,9904.86,191095.3,19664.15,266149.57,-15585.46,19464.95,40433.7,264082.61
1,2023-06-01,101349.18,24811.32,300279.88,49134.1,305467.41,18568.3,18642.85,8665.29,50708.51,8378.45,65809.04,1319.14,277463.4,49792.46,214286.69
4,2023-10-01,180501.26,8038.86,174906.44,147806.37,62035.2,14336.26,16674.63,6637.47,45564.16,4047.22,67887.27,-3358.47,6892.86,78751.1,7054.1
3,2023-06-01,336178.68,14266.98,336852.77,61165.09,179005.63,17992.09,22375.51,6891.59,38323.99,7866.87,215352.36,15183.25,150338.48,36648.22,118398.06
4,2023-01-01,164980.21,19649.01,129072.84,113521.94,259687.58,12886.03,26725.21,4806.14,202371.37,7586.33,193714.61,-4261.22,66602.46,79108.2,36099.88
4,2023-06-01,494321.57,5107.34,208522.52,108725.41,152626.63,16391.8,23240.8,9557.45,281201.68,7737.75,94784.62,-15477.05,253071.15,30813.56,92739.78
4,2023-03-01,285678.25,8037.11,235365.44,112962.17,211199.59,6753.21,10683.23,723.36,278520.97,5834.03,252457.85,15152.09,259849.32,34907.81,261342.5
4,2023-11-01,338945.63,5407.13,385854.87,81599.39,269194.68,8066.27,29141.48,8389.73,245424.52,11375.34,44079.78,15717.78,76420.46,60495.9,89439.39
5,2023-03-01,164149.39,24857.56,198513.72,38919.82,164376.78,19244.94,27733.93,1342.37,121645.04,19413.16,227057.52,9041.26,271807.28,84751.06,42785.44
5,2023-03-01,215751.24,20212.49,94613.86,147600.89,144525.9,6083.14,19641.02,10997.84,177829.33,2007.61,263920.28,3184.75,202141.25,30959.75,267501.59
2,2023-10-01,345849.91,12471.18,147296.28,52983.1,75069.87,9006.07,16279.38,14451.08,299964.05,11876.1,52277.53,12659.73,256976.97,21975.02,62551.7
1,2023-11-01,319821.35,8125.7,318237.25,122366.43,271487.72,13372.02,16459.76,3185.4,252485.05,19160.23,165991.02,-13755.82,190046.66,45976.49,156772.26
4,2023-11-01,413745.58,6807.66,81100.15,46508.82,262712.58,8455.66,22585.57,4479.17,39694.6,9001.94,25976.08,7133.55,280893.78,33909.56,51483.1
2,2023-10-01,207693.27,15638.14,391892.91,63743.64,246660.89,1397.96,15535.89,8310.8,15615.24,11362.48,236736.16,-13420.96,84944.33,68753.14,209146.98
1,2023-11-01,361416.86,24517.83,435448.03,97186.4,139961.37,16052.38,29620.94,7603.21,124572.72,3066.0,213805.38,10502.35,32712.14,56535.03,96143.93
3,2023-08-01,216390.2,18492.22,273159.04,79616.32,197873.15,7377.33,21893.92,12335.89,22680.07,12281.65,141325.37,-14516.35,205734.76,61735.23,159204.38
5,2023-05-01,334701.05,12302.77,358052.17,144991.98,57815.97,5325.63,8668.83,2322.3,231983.07,8347.37,91622.97,9138.24,161397.44,34672.45,173218.25
1,2023-04-01,342012.39,15017.02,260070.72,131722.22,117453.25,10605.75,20437.38,8521.1,188474.8,14815.48,60269.47,-15275.3,236198.93,44321.41,64635.52
3,2023-09-01,148735.64,24978.07,198505.32,140614.84,152835.72,1160.22,15564.21,13871.98,203747.65,10500.14,212552.07,11562.44,141733.8,15685.53,145370.01
1,2023-09-01,319453.24,15375.32,140946.55,106883.59,33279.47,17413.97,6475.95,10172.34,278292.94,3038.06,204128.25,-13684.65,261458.18,19685.08,204011.63
5,2023-01-01,104775.32,24284.03,282264.92,56269.88,51594.22,5965.65,16527.42,4398.45,295788.82,4006.79,155870.33,-2574.9,146541.65,49698.23,172877.46
5,2023-02-01,300484.3,5327.23,446955.83,92219.93,273065.97,18532.19,26051.54,1408.06,106919.07,17779.77,49717.29,14644.94,240318.63,39571.5,113507.89
2,2023-08-01,379008.76,19419.26,430988.87,121864.01,316217.19,13877.38,2689.68,6576.22,54782.43,12371.75,24462.43,9560.73,234162.45,55353.75,37232.42
4,2023-05-01,129133.09,17543.23,442850.32,37766.19,118207.0,11424.33,25834.81,7271.25,22527.67,2332.78,19301.47,14325.47,90289.69,75307.73,265754.45
1,2023-07-01,475484.33,18706.6,461565.22,133574.05,52555.9,16318.85,21184.45,2429.08,263236.3,6805.11,257209.41,6182.98,176308.92,63598.57,250933.04
1,2023-01-01,283502.21,16411.34,141143.19,105762.11,305294.66,19871.87,22318.54,7462.95,97386.18,15383.12,44519.89,-4713.72,93784.26,70690.97,200049.92
3,2023-12-01,475366.51,5883.54,133610.14,116828.58,298865.02,5772.97,26993.67,10312.52,24610.91,12013.15,146154.64,-6099.39,161653.22,74602.58,213809.43
5,2023-10-01,142959.37,7991.28,246104.56,113315.45,219670.87,7746.83,28424.12,7395.17,185160.04,17693.43,241059.22,-14203.73,198353.74,52100.22,246870.01
1,2023-12-01,479961.04,23445.03,350724.61,131731.49,123270.16,10204.07,10263.92,3786.39,129291.84,6452.62,139079.02,-2363.36,223524.94,81511.26,185833.74
5,2023-05-01,143678.84,9658.5,250877.57,40502.51,54333.93,11250.08,27735.57,14396.86,263183.63,17583.35,13140.86,16009.2,184596.01,69502.23,189426.94
1,2023-11-01,284598.32,24858.75,431941.75,75245.27,306545.47,11506.44,8063.13,2166.94,44061.4,9065.15,236256.93,10745.16,275068.93,46894.9,57287.98
2,2023-12-01,475196.83,18591.77,361958.59,90313.99,300716.06,11430.48,6042.5,9321.5,184657.89,19441.62,36467.48,-18542.25,104631.95,7783.11,193614.76
4,2023-03-01,193083.28,13887.09,328588.32,95591.67,246676.65,16736.59,17535.58,11074.37,240065.9,17103.05,152482.03,-12343.57,123959.93,61019.58,232939.66
1,2023-10-01,113913.99,23400.98,103415.13,143106.62,304835.32,8687.41,27974.39,4413.41,261814.61,18512.55,239376.35,6610.52,160014.31,59440.25,260419.74
5,2023-12-01,417244.27,20899.72,145134.17,35095.66,62626.93,1208.45,3522.85,6003.38,35397.96,16880.79,169654.09,-11203.47,175853.91,28903.42,170956.75
2,2023-12-01,338353.46,13579.3,246261.5,133967.21,53321.21,17638.18,16784.67,6825.94,238076.87,15138.29,65724.32,-3679.21,145897.78,30219.22,217140.06
1,2023-02-01,305568.48,6371.86,465549.91,96228.13,78572.32,13582.79,20998.23,9881.29,241750.59,16173.0,45039.91,16905.58,86434.61,60014.82,103528.69
3,2023-02-01,113737.35,22366.09,208763.48,96555.38,85725.17,4600.15,22871.86,7928.5,89622.87,11603.98,286128.06,17099.59,65980.13,62275.14,202012.3
4,2023-09-01,361292.51,20300.8,326990.19,68439.64,272286.58,1562.42,16109.73,3272.82,100798.8,8438.6,79497.72,-9473.62,192402.55,52483.4,223012.54
1,2023-04-01,168649.34,20814.7,470562.41,107234.42,301129.15,6999.82,18097.36,13441.73,277369.29,8722.86,13918.85,3351.14,260550.83,20409.24,96400.45
2,2023-04-01,472478.67,19897.17,180610.02,107569.58,85755.06,3364.51,14703.06,5783.76,193871.53,9142.33,114249.8,8061.09,248369.45,70902.37,29221.2
3,2023-07-01,374290.78,10515.09,141666.81,52715.28,161121.9,18039.68,22251.28,6047.71,23682.91,10593.42,215528.81,-11302.78,172450.59,81667.16,81858.36
2,2023-10-01,382813.56,22176.91,293533.31,111240.71,158617.88,6279.46,12618.79,12098.02,248156.05,13875.95,126297.04,-16444.49,69218.01,27919.02,221633.27
2,2023-10-01,193032.11,5044.65,295756.16,62004.76,74250.35,14407.66,9850.95,8264.17,291683.15,7956.7,54346.01,-6895.62,269551.96,79510.64,257895.86
3,2023-02-01,452301.54,9745.53,443754.65,112654.4,280270.91,13501.79,9357.47,3855.06,132049.16,13951.95,64317.01,18320.24,124991.77,25692.24,82133.4
2,2023-03-01,315093.03,5931.19,85572.04,103433.16,179360.31,14565.52,20294.79,13760.77,229366.47,7390.98,211012.55,13618.95,29807.29,16311.64,263185.67
3,2023-03-01,442833.67,7211.93,237951.09,115914.24,192702.8,11070.8,27888.46,12175.12,221229.81,11871.34,271520.09,-15477.87,192822.32,36385.81,137069.61
1,2023-06-01,208378.99,15647.58,199939.26,32363.98,98820.53,14863.93,9662.04,9199.18,129501.27,13521.11,85045.08,15039.0,263613.72,37413.72,278028.41
3,2023-03-01,402184.69,5745.12,303421.13,45043.87,190543.35,10735.45,8995.34,7925.37,144236.49,8446.73,270046.59,6471.82,49872.24,73268.4,166654.23
3,2023-11-01,329826.76,8627.62,78732.14,130824.08,261724.67,8174.54,22038.54,10292.86,191945.5,11334.79,45946.6,-237.93,160702.53,51551.54,44185.22
4,2023-05-01,119367.72,9654.8,359425.52,75686.79,113004.11,17310.38,2255.93,5732.4,64619.56,1310.22,36011.32,1348.93,199426.37,4843.91,209068.89
3,2023-04-01,262136.93,18106.78,268995.9,130406.2,54555.03,9715.8,25358.32,10564.44,159386.2,10044.08,57641.33,9579.9,39149.84,30416.8,94665.71
3,2023-03-01,173564.19,14376.41,355275.68,37520.91,198132.25,11792.7,12619.9,1055.27,110697.39,16604.8,119861.42,61.47,111216.34,3625.0,165313.88
1,2023-08-01,243669.44,14168.25,254122.49,122324.56,213928.33,9835.1,27247.02,6296.75,39000.15,6679.89,159852.39,987.16,185273.09,7323.4,73583.18
4,2023-10-01,253340.65,20368.65,264677.13,40052.04,81629.54,15734.47,21839.7,9452.8,72144.17,6049.38,74307.85,-6806.52,265181.99,56723.8,202031.7
5,2023-03-01,289971.34,14134.43,433219.89,86199.2,95732.92,11255.33,24196.49,9510.18,157933.12,15675.84,32953.69,10266.27,82449.51,17794.27,24320.75
1,2023-06-01,340116.18,11969.77,159359.26,142508.84,66686.01,9944.8,6793.6,1534.92,273681.64,7093.75,216040.88,-6786.85,18047.9,46660.67,156973.34
1,2023-07-01,328391.06,24249.02,161995.49,39321.37,301021.35,5898.68,12197.07,10934.57,260286.09,8391.82,92042.14,15163.52,197368.27,32855.11,28861.33
5,2023-07-01,115596.56,5165.87,298790.64,72079.46,84968.66,18319.29,9855.98,1728.9,276541.26,16604.65,162949.72,10572.71,120089.26,8475.84,255407.55
3,2023-02-01,400275.69,11107.86,339089.71,92201.83,23244.62,17400.23,22022.86,11242.07,84673.39,2221.4,224062.42,-740.9,261165.09,77658.28,43772.54
2,2023-03-01,479673.55,17187.85,216875.29,137934.88,276246.61,9198.38,2636.82,13723.94,250639.13,18761.65,39509.18,2993.14,68946.94,31498.22,102696.59
4,2023-12-01,239472.52,20656.18,282804.47,69912.86,264984.38,13534.67,19338.37,14642.25,112891.7,4752.34,153639.15,17743.86,25965.19,78305.4,69915.16
2,2023-10-01,171898.76,21328.26,166142.56,126844.99,159243.17,10654.15,26306.9,9251.24,289248.11,5105.7,243686.5,-107.4,196903.51,36356.46,201650.15
5,2023-10-01,316000.63,5921.46,129364.25,116180.76,263134.52,4347.48,3224.02,10853.99,89263.47,15700.99,110667.33,10975.3,269096.17,79437.34,18162.81
1,2023-04-01,381965.17,19182.64,170305.06,66848.08,157133.09,8144.55,10139.44,3890.45,109551.79,3306.89,158752.43,-12577.13,161665.5,47078.29,54729.04
1,2023-07-01,371561.96,19405.07,441549.22,70897.59,88476.92,17211.14,7822.57,5930.35,17627.79,3675.22,273156.68,-8195.3,136668.19,44414.88,181349.33
4,2023-02-01,344843.83,9281.59,395727.2,52921.46,149946.64,16151.32,29946.69,677.11,277909.71,2736.43,218424.03,-14815.24,71416.05,33830.62,64178.39
1,2023-03-01,158492.9,7255.5,131098.27,113155.48,168496.66,2947.33,29597.48,12070.37,189935.93,12494.61,119517.19,-4605.17,33432.8,73174.95,197418.86
1,2023-07-01,434729.96,19993.72,93624.12,97572.29,22746.04,2431.11,5481.01,10498.8,103969.24,16992.25,50511.85,17230.35,239525.23,54150.43,46689.04
4,2023-07-01,270248.62,9990.0,112273.99,48594.25,54565.5,17216.82,7453.57,4240.49,56032.29,4420.24,86247.02,-17660.88,96757.85,5074.3,183822.15
4,2023-10-01,188587.43,5033.48,192373.12,104408.43,286803.36,18086.86,2642.96,7606.51,199028.62,8505.73,164908.51,9482.65,41935.8,70102.69,131126.37
5,2023-03-01,134506.46,9471.45,399543.61,89837.96,139689.76,6590.43,17854.44,11061.89,42341.58,13921.6,56610.94,13839.89,118629.41,37292.92,6811.9
1,2023-12-01,266687.65,5621.36,203549.79,41110.79,121097.49,7636.44,21203.62,10164.81,56379.28,6798.15,109769.66,971.67,225169.82,60541.8,171090.85
1,2023-01-01,347189.22,9983.73,149262.11,144444.41,290948.74,7380.25,20326.23,5149.0,159245.96,4692.27,192878.7,8747.02,134268.18,37813.38,145705.19
